question1_id,question2_id,snippet,question1,question2,relatedness_mean,relatedness_count,relatedness_list,relatedness_std
1566055660.dd555275f18b0a1e3be08584519a8ef5.145.6,1566168449.a3eaa919e9a8f768180f503a7ad76053.145.6,"But if I ask you to describe a great day at TED tomorrow, you might describe it with granular, practical clarity. And this is what a near win does.",How does a near win resemble being general vs clear?,Does a near win really compel people to buy more tickets just because the win seemed so close?,1.6666666666666667,6,"[3.0, 1.0, 2.0, 1.0, 1.0, 2.0]",0.816496580927726
1566055660.dd555275f18b0a1e3be08584519a8ef5.145.6,1566187598.7fddafecbe5312b8134a3cf681f058fc.145.6,"But if I ask you to describe a great day at TED tomorrow, you might describe it with granular, practical clarity. And this is what a near win does.",How does a near win resemble being general vs clear?,Does a near win improve self esteem?,1.1666666666666667,6,"[1.0, 1.0, 0.0, 3.0, 1.0, 1.0]",0.983192080250175
1566055660.dd555275f18b0a1e3be08584519a8ef5.145.9,1566163529.f40cff68903e1155502187d762bfe0dc.145.9,"It gets us to focus on what, right now, we plan to do to address that mountain in our sights. It's Jackie Joyner-Kersee, who in 1984 missed taking the gold in the heptathlon by one third of a second,",What is a heptathlon?,Is the addressing positive overall or negative?,0.0,5,"[0.0, 0.0, nan, 0.0, 0.0, 0.0]",0.0
1566055660.dd555275f18b0a1e3be08584519a8ef5.145.9,1566168449.a3eaa919e9a8f768180f503a7ad76053.145.9,"It gets us to focus on what, right now, we plan to do to address that mountain in our sights. It's Jackie Joyner-Kersee, who in 1984 missed taking the gold in the heptathlon by one third of a second,",What is a heptathlon?,Do near wins make people more determined to try again?,0.14285714285714285,7,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.37796447300922725
1566055660.dd555275f18b0a1e3be08584519a8ef5.145.9,1566187598.7fddafecbe5312b8134a3cf681f058fc.145.9,"It gets us to focus on what, right now, we plan to do to address that mountain in our sights. It's Jackie Joyner-Kersee, who in 1984 missed taking the gold in the heptathlon by one third of a second,",What is a heptathlon?,Did Jackie feel like a failure?,0.5,6,"[0.0, 2.0, 0.0, 0.0, 0.0, 1.0]",0.8366600265340756
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.0,1566163529.f40cff68903e1155502187d762bfe0dc.23.0,"We build a big screen, we fly it in space, we put it up in front of the star, we block out most of the light, we fly a space telescope in that shadow that's created, and boom, we get to see planets.",Is the star causing the light?,Why do they want to see the planets?,0.5,6,"[0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0.5477225575051662
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.0,1566168449.a3eaa919e9a8f768180f503a7ad76053.23.0,"We build a big screen, we fly it in space, we put it up in front of the star, we block out most of the light, we fly a space telescope in that shadow that's created, and boom, we get to see planets.",Is the star causing the light?,Was Spitzer's suggestion doable?,0.6666666666666666,6,"[0.0, 1.0, 0.0, 0.0, 1.0, 2.0]",0.816496580927726
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.0,1566187598.7fddafecbe5312b8134a3cf681f058fc.23.0,"We build a big screen, we fly it in space, we put it up in front of the star, we block out most of the light, we fly a space telescope in that shadow that's created, and boom, we get to see planets.",Is the star causing the light?,Which planets will you see?,1.1428571428571428,7,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3779644730092272
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.12,1566163529.f40cff68903e1155502187d762bfe0dc.23.12,"It's like water bending around a rock in a stream, and all that light just destroys the shadow. It's a terrible shadow. And we can't see planets. But Spitzer actually knew the answer.","If spitzer knew the answer, why did he suggest we do this in space?",What is the answer?,1.875,8,"[3.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0]",0.6408699444616557
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.12,1566168449.a3eaa919e9a8f768180f503a7ad76053.23.12,"It's like water bending around a rock in a stream, and all that light just destroys the shadow. It's a terrible shadow. And we can't see planets. But Spitzer actually knew the answer.","If spitzer knew the answer, why did he suggest we do this in space?",What can be done so we can see the planets?,1.7142857142857142,7,"[2.0, 2.0, 0.0, 1.0, 1.0, 3.0, 3.0]",1.1126972805283737
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.12,1566187598.7fddafecbe5312b8134a3cf681f058fc.23.12,"It's like water bending around a rock in a stream, and all that light just destroys the shadow. It's a terrible shadow. And we can't see planets. But Spitzer actually knew the answer.","If spitzer knew the answer, why did he suggest we do this in space?",What was Spitzer's answer?,2.2857142857142856,7,"[3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 1.0]",0.7559289460184545
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.15,1566163529.f40cff68903e1155502187d762bfe0dc.23.15,"If we can feather the edges, soften those edges so we can control diffraction, well then we can see a planet, and in the last 10 years or so we've come up with optimal solutions for doing that.",How do we soften the edges?,What are those solutions?,1.8333333333333333,6,"[1.0, 1.0, 2.0, 3.0, 1.0, 3.0]",0.983192080250175
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.15,1566168449.a3eaa919e9a8f768180f503a7ad76053.23.15,"If we can feather the edges, soften those edges so we can control diffraction, well then we can see a planet, and in the last 10 years or so we've come up with optimal solutions for doing that.",How do we soften the edges?,What kinds of solutions were discovered to accomplish this?,1.7142857142857142,7,"[2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0]",1.2535663410560174
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.15,1566187598.7fddafecbe5312b8134a3cf681f058fc.23.15,"If we can feather the edges, soften those edges so we can control diffraction, well then we can see a planet, and in the last 10 years or so we've come up with optimal solutions for doing that.",How do we soften the edges?,Are there any other solutions?,1.5,6,"[0.0, 3.0, 3.0, 1.0, 2.0, 0.0]",1.378404875209022
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.18,1566163529.f40cff68903e1155502187d762bfe0dc.23.18,and in the last 10 years or so we've come up with optimal solutions for doing that. It looks something like that. We call that our flower petal starshade.,Does it look like a flower petal?,What is the flower petal starshade like?,2.142857142857143,7,"[2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0]",0.8997354108424375
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.18,1566168449.a3eaa919e9a8f768180f503a7ad76053.23.18,and in the last 10 years or so we've come up with optimal solutions for doing that. It looks something like that. We call that our flower petal starshade.,Does it look like a flower petal?,How does the flower petal starshade work?,1.75,8,"[1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 2.0, 2.0]",0.7071067811865476
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.18,1566187598.7fddafecbe5312b8134a3cf681f058fc.23.18,and in the last 10 years or so we've come up with optimal solutions for doing that. It looks something like that. We call that our flower petal starshade.,Does it look like a flower petal?,Who else calls it the flower petal starshade?,1.5714285714285714,7,"[1.0, 1.0, 3.0, 1.0, 0.0, 2.0, 3.0]",1.1338934190276817
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.3,1566163529.f40cff68903e1155502187d762bfe0dc.23.3,"We build a big screen, we fly it in space, we put it up in front of the star, we block out most of the light, we fly a space telescope in that shadow that's created, and boom, we get to see planets. Well that would look something like this. So there's that big screen, and there's no planets,",Are you talking about the planets in the solar system?,Why aren't there planets yet?,0.8333333333333334,6,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",0.408248290463863
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.3,1566168449.a3eaa919e9a8f768180f503a7ad76053.23.3,"We build a big screen, we fly it in space, we put it up in front of the star, we block out most of the light, we fly a space telescope in that shadow that's created, and boom, we get to see planets. Well that would look something like this. So there's that big screen, and there's no planets,",Are you talking about the planets in the solar system?,How else could someone see the planets?,0.6666666666666666,6,"[0.0, 1.0, 0.0, 1.0, 1.0, 1.0]",0.5163977794943222
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.3,1566187598.7fddafecbe5312b8134a3cf681f058fc.23.3,"We build a big screen, we fly it in space, we put it up in front of the star, we block out most of the light, we fly a space telescope in that shadow that's created, and boom, we get to see planets. Well that would look something like this. So there's that big screen, and there's no planets,",Are you talking about the planets in the solar system?,Why aren't there any planets?,1.0,7,"[2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",0.5773502691896257
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.6,1566163529.f40cff68903e1155502187d762bfe0dc.23.6,"So there's that big screen, and there's no planets, because unfortunately it doesn't actually work very well, because the light waves of the light and waves diffracts around that screen the same way it did in the telescope.",Would heavy waves act differently?,Is there going to be a new plan?,1.0,5,"[2.0, 0.0, nan, 0.0, 0.0, 3.0]",1.4142135623730951
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.6,1566168449.a3eaa919e9a8f768180f503a7ad76053.23.6,"So there's that big screen, and there's no planets, because unfortunately it doesn't actually work very well, because the light waves of the light and waves diffracts around that screen the same way it did in the telescope.",Would heavy waves act differently?,Is there another way to do this that doesn't diffract the light waves?,1.5,6,"[1.0, 1.0, 3.0, 1.0, 1.0, 2.0]",0.8366600265340756
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.6,1566187598.7fddafecbe5312b8134a3cf681f058fc.23.6,"So there's that big screen, and there's no planets, because unfortunately it doesn't actually work very well, because the light waves of the light and waves diffracts around that screen the same way it did in the telescope.",Would heavy waves act differently?,Can you see planets through the telescope?,0.5,6,"[0.0, 0.0, 1.0, 0.0, 0.0, 2.0]",0.8366600265340756
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.9,1566163529.f40cff68903e1155502187d762bfe0dc.23.9,"It's like water bending around a rock in a stream, and all that light just destroys the shadow. It's a terrible shadow.",How big is the shadow?,Why is the shadow so terrible?,1.0,6,"[1.0, 0.0, 2.0, 0.0, 1.0, 2.0]",0.8944271909999159
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.9,1566168449.a3eaa919e9a8f768180f503a7ad76053.23.9,"It's like water bending around a rock in a stream, and all that light just destroys the shadow. It's a terrible shadow.",How big is the shadow?,Is there some way to do this that won't destroy the shadow?,1.1666666666666667,6,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",0.408248290463863
1566055660.dd555275f18b0a1e3be08584519a8ef5.23.9,1566187598.7fddafecbe5312b8134a3cf681f058fc.23.9,"It's like water bending around a rock in a stream, and all that light just destroys the shadow. It's a terrible shadow.",How big is the shadow?,How can you preserve the shadow?,1.1666666666666667,6,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",0.408248290463863
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.0,1566163529.f40cff68903e1155502187d762bfe0dc.48.0,"Now clearly, these are environmental and social issues, but that's not all. They're economic issues, and that makes them relevant to risk and return.",What kind of emissions are responsible for this climate change?,How are they economic issues?,0.875,8,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 2.0]",0.8345229603962802
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.0,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.0,"Now clearly, these are environmental and social issues, but that's not all. They're economic issues, and that makes them relevant to risk and return.",What kind of emissions are responsible for this climate change?,What can be done to control risk?,1.4285714285714286,7,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]",0.5345224838248488
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.0,1566187598.7fddafecbe5312b8134a3cf681f058fc.48.0,"Now clearly, these are environmental and social issues, but that's not all. They're economic issues, and that makes them relevant to risk and return.",What kind of emissions are responsible for this climate change?,What happens if we do not reduce emissions?,1.5714285714285714,7,"[1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 2.0]",0.7867957924694432
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.12,1566163529.f40cff68903e1155502187d762bfe0dc.48.12,"And these things are fundamental, of course, but they're not enough. Investors should also look at performance metrics in what we call ESG: environment, social and governance.",What does the ESG do?,How do we evaluate ESG?,2.142857142857143,7,"[3.0, 2.0, 2.0, 2.0, 1.0, 3.0, 2.0]",0.6900655593423543
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.12,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.12,"And these things are fundamental, of course, but they're not enough. Investors should also look at performance metrics in what we call ESG: environment, social and governance.",What does the ESG do?,"Why should investors care about environment, social, and governance performance metrics?",1.5714285714285714,7,"[2.0, 1.0, 0.0, 0.0, 3.0, 2.0, 3.0]",1.2724180205607034
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.12,1566187598.7fddafecbe5312b8134a3cf681f058fc.48.12,"And these things are fundamental, of course, but they're not enough. Investors should also look at performance metrics in what we call ESG: environment, social and governance.",What does the ESG do?,Will that improve investers accuracy and returns?,1.125,8,"[1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0]",0.8345229603962802
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.15,1566163529.f40cff68903e1155502187d762bfe0dc.48.15,"Social includes human capital, things like employee engagement and innovation capacity, as well as supply chain management and labor rights and human rights.",How is innovation capacity measured?,How does this benefit humans in terms of their basic human rights?,1.1666666666666667,6,"[1.0, 1.0, 1.0, 2.0, 0.0, 2.0]",0.752772652709081
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.15,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.15,"Social includes human capital, things like employee engagement and innovation capacity, as well as supply chain management and labor rights and human rights.",How is innovation capacity measured?,Why is human capital important?,1.0,6,"[0.0, 3.0, 1.0, 0.0, 1.0, 1.0]",1.0954451150103321
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.15,1566187598.7fddafecbe5312b8134a3cf681f058fc.48.15,"Social includes human capital, things like employee engagement and innovation capacity, as well as supply chain management and labor rights and human rights.",How is innovation capacity measured?,Are companies very environmentally conscious?,0.8333333333333334,6,"[1.0, 0.0, 1.0, 0.0, 3.0, 0.0]",1.1690451944500122
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.18,1566163529.f40cff68903e1155502187d762bfe0dc.48.18,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff.",Why is this considered juicy information?,How should boards and investors handle the oversight?,0.3333333333333333,6,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5163977794943223
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.18,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.18,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff.",Why is this considered juicy information?,What is the importance of company oversight (governance) for investors? ,0.6666666666666666,6,"[0.0, 2.0, 0.0, 0.0, 0.0, 2.0]",1.0327955589886446
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.18,1566187598.7fddafecbe5312b8134a3cf681f058fc.48.18,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff.",Why is this considered juicy information?,Does the board and investors punish companies for violations?,0.3333333333333333,6,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",0.5163977794943223
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.3,1566163529.f40cff68903e1155502187d762bfe0dc.48.3,"And they are really complex and they can seem really far off, that the temptation may be to do this: bury our heads in the sand and not think about it. Resist this, if you can.",What do you want me to do?,How do we resist this?,1.4285714285714286,7,"[2.0, 0.0, 0.0, 3.0, 0.0, 3.0, 2.0]",1.3972762620115438
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.3,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.3,"And they are really complex and they can seem really far off, that the temptation may be to do this: bury our heads in the sand and not think about it. Resist this, if you can.",What do you want me to do?,Is there a way to simplify them so people understand them better?,1.2,5,"[0.0, nan, 0.0, 1.0, 3.0, 2.0]",1.3038404810405297
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.3,1566187598.7fddafecbe5312b8134a3cf681f058fc.48.3,"And they are really complex and they can seem really far off, that the temptation may be to do this: bury our heads in the sand and not think about it. Resist this, if you can.",What do you want me to do?,Will there be consequences for burying our heads in the sand?,1.0,6,"[0.0, 1.0, 0.0, 3.0, 1.0, 1.0]",1.0954451150103321
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.6,1566163529.f40cff68903e1155502187d762bfe0dc.48.6,Don't do this at home. (Laughter) But it makes me wonder if the investment rules of today are fit for purpose tomorrow.,Don't do what at home?,What do you mean by 'purpose'?,1.1666666666666667,6,"[2.0, 2.0, 0.0, 0.0, 1.0, 2.0]",0.983192080250175
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.6,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.6,Don't do this at home. (Laughter) But it makes me wonder if the investment rules of today are fit for purpose tomorrow.,Don't do what at home?,What investment rules of today won't work tomorrow?,0.5714285714285714,7,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",0.5345224838248488
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.6,1566187598.7fddafecbe5312b8134a3cf681f058fc.48.6,Don't do this at home. (Laughter) But it makes me wonder if the investment rules of today are fit for purpose tomorrow.,Don't do what at home?,What are the investment rules?,0.5714285714285714,7,"[0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0]",0.7867957924694431
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.9,1566163529.f40cff68903e1155502187d762bfe0dc.48.9,"We know that investors, when they look at a company and decide whether to invest, they look at financial data, metrics like sales growth, cash flow, market share, valuation -- you know, the really sexy stuff.",How will the environmental change effect the financial data?,What does the financial data look like in terms of hard stats?,1.0,6,"[1.0, 3.0, 0.0, 1.0, 1.0, 0.0]",1.0954451150103321
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.9,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.9,"We know that investors, when they look at a company and decide whether to invest, they look at financial data, metrics like sales growth, cash flow, market share, valuation -- you know, the really sexy stuff.",How will the environmental change effect the financial data?,"What should they be looking at, if not financial data and metrics?",0.7142857142857143,7,"[0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0]",0.7559289460184544
1566055660.dd555275f18b0a1e3be08584519a8ef5.48.9,1566187598.7fddafecbe5312b8134a3cf681f058fc.48.9,"We know that investors, when they look at a company and decide whether to invest, they look at financial data, metrics like sales growth, cash flow, market share, valuation -- you know, the really sexy stuff.",How will the environmental change effect the financial data?,Is it very risky?,0.0,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
1566056087.6877b4823a282cd8b05b56bf994aead3.12.0,1566137854.a8218cf2c670854e0ff18cf35f66c962.12.0,"The word ""hobo"" conjures up an old black and white image of a weathered old man covered in coal, legs dangling out of a boxcar, but these photographs are in color, and they portray a community swirling across the country, fiercely alive and creatively free, seeing sides of America that no one else gets to see. Like their predecessors, today's nomads travel the steel and asphalt arteries of the United States.",Where can we find them?,Are nomads homeless as a hobo would be?,0.5,6,"[2.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.8366600265340756
1566056087.6877b4823a282cd8b05b56bf994aead3.12.0,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.12.0,"The word ""hobo"" conjures up an old black and white image of a weathered old man covered in coal, legs dangling out of a boxcar, but these photographs are in color, and they portray a community swirling across the country, fiercely alive and creatively free, seeing sides of America that no one else gets to see. Like their predecessors, today's nomads travel the steel and asphalt arteries of the United States.",Where can we find them?,Where do they travel at specifically?,1.8,5,"[1.0, 3.0, 2.0, 1.0, nan, 2.0]",0.8366600265340756
1566056087.6877b4823a282cd8b05b56bf994aead3.12.0,1566188724.07978312887e4b92832085e5e97d8127.12.0,"The word ""hobo"" conjures up an old black and white image of a weathered old man covered in coal, legs dangling out of a boxcar, but these photographs are in color, and they portray a community swirling across the country, fiercely alive and creatively free, seeing sides of America that no one else gets to see. Like their predecessors, today's nomads travel the steel and asphalt arteries of the United States.",Where can we find them?,Where can we see these color photographs?,1.3333333333333333,6,"[1.0, 0.0, 3.0, 2.0, 2.0, 0.0, nan]",1.2110601416389966
1566056087.6877b4823a282cd8b05b56bf994aead3.12.12,1566137854.a8218cf2c670854e0ff18cf35f66c962.12.12,"They take advantage of the fact that in the United States, up to 40 percent of all food ends up in the garbage by scavenging for perfectly good produce in dumpsters and trash cans.",Do hobos get sick or unhealthy?,Are they not unlike hippies?,0.5714285714285714,7,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0.5345224838248488
1566056087.6877b4823a282cd8b05b56bf994aead3.12.12,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.12.12,"They take advantage of the fact that in the United States, up to 40 percent of all food ends up in the garbage by scavenging for perfectly good produce in dumpsters and trash cans.",Do hobos get sick or unhealthy?,Do any hobos work?,1.1666666666666667,6,"[1.0, 2.0, 1.0, 1.0, 0.0, 2.0]",0.752772652709081
1566056087.6877b4823a282cd8b05b56bf994aead3.12.12,1566188724.07978312887e4b92832085e5e97d8127.12.12,"They take advantage of the fact that in the United States, up to 40 percent of all food ends up in the garbage by scavenging for perfectly good produce in dumpsters and trash cans.",Do hobos get sick or unhealthy?,Is thre hope for these nomads to level up?,0.5,6,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",0.5477225575051661
1566056087.6877b4823a282cd8b05b56bf994aead3.12.15,1566137854.a8218cf2c670854e0ff18cf35f66c962.12.15,"They sacrifice material comforts in exchange for the space and the time to explore a creative interior, to dream, to read, to work on music, art and writing.",Do hobos have families?,How else do they express thier life on the streets?,0.6666666666666666,6,"[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]",0.5163977794943223
1566056087.6877b4823a282cd8b05b56bf994aead3.12.15,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.12.15,"They sacrifice material comforts in exchange for the space and the time to explore a creative interior, to dream, to read, to work on music, art and writing.",Do hobos have families?,Do they only live on the streets?,1.0,8,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.7559289460184544
1566056087.6877b4823a282cd8b05b56bf994aead3.12.15,1566188724.07978312887e4b92832085e5e97d8127.12.15,"They sacrifice material comforts in exchange for the space and the time to explore a creative interior, to dream, to read, to work on music, art and writing.",Do hobos have families?,Is music art better that a roof and security?,0.125,8,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0]",0.3535533905932738
1566056087.6877b4823a282cd8b05b56bf994aead3.12.18,1566137854.a8218cf2c670854e0ff18cf35f66c962.12.18,But there are many aspects to this life that are far from idyllic. No one loses their inner demons by taking to the road.,Are the hobos on the run from the law?,How else could they have dealt with the issues?,1.5,6,"[2.0, 2.0, 1.0, 0.0, 2.0, 2.0]",0.8366600265340756
1566056087.6877b4823a282cd8b05b56bf994aead3.12.18,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.12.18,But there are many aspects to this life that are far from idyllic. No one loses their inner demons by taking to the road.,Are the hobos on the run from the law?,Do people eventually find themselves?,1.2857142857142858,7,"[3.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0]",1.2535663410560174
1566056087.6877b4823a282cd8b05b56bf994aead3.12.18,1566188724.07978312887e4b92832085e5e97d8127.12.18,But there are many aspects to this life that are far from idyllic. No one loses their inner demons by taking to the road.,Are the hobos on the run from the law?,what does one lose,1.5,6,"[1.0, 0.0, 1.0, 1.0, 3.0, 3.0]",1.224744871391589
1566056087.6877b4823a282cd8b05b56bf994aead3.12.3,1566137854.a8218cf2c670854e0ff18cf35f66c962.12.3,"By night, they sleep beneath the stars, huddled together with their packs of dogs, cats and pet rats between their bodies.",How do they eat?,Where do they intend on going?,0.625,8,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0]",0.7440238091428449
1566056087.6877b4823a282cd8b05b56bf994aead3.12.3,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.12.3,"By night, they sleep beneath the stars, huddled together with their packs of dogs, cats and pet rats between their bodies.",How do they eat?,What about when it rains?,0.625,8,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",0.5175491695067657
1566056087.6877b4823a282cd8b05b56bf994aead3.12.3,1566188724.07978312887e4b92832085e5e97d8127.12.3,"By night, they sleep beneath the stars, huddled together with their packs of dogs, cats and pet rats between their bodies.",How do they eat?,Are today's nomads there by choice or is the economy to blame?,0.42857142857142855,7,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]",0.5345224838248488
1566056087.6877b4823a282cd8b05b56bf994aead3.12.6,1566137854.a8218cf2c670854e0ff18cf35f66c962.12.6,"Some travelers take to the road by choice, renouncing materialism, traditional jobs and university degrees in exchange for a glimmer of adventure. Others come from the underbelly of society, never given a chance to mobilize upwards: foster care dropouts,",Is it dangerous being a hobo?,Do they want to be homeless?,0.6666666666666666,6,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0.5163977794943222
1566056087.6877b4823a282cd8b05b56bf994aead3.12.6,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.12.6,"Some travelers take to the road by choice, renouncing materialism, traditional jobs and university degrees in exchange for a glimmer of adventure. Others come from the underbelly of society, never given a chance to mobilize upwards: foster care dropouts,",Is it dangerous being a hobo?,So the underbelly of society make up most of the hobos?,0.4,5,"[0.0, 1.0, 0.0, nan, 0.0, 1.0]",0.5477225575051662
1566056087.6877b4823a282cd8b05b56bf994aead3.12.6,1566188724.07978312887e4b92832085e5e97d8127.12.6,"Some travelers take to the road by choice, renouncing materialism, traditional jobs and university degrees in exchange for a glimmer of adventure. Others come from the underbelly of society, never given a chance to mobilize upwards: foster care dropouts,",Is it dangerous being a hobo?,Whst adventure do they find?,1.1428571428571428,7,"[2.0, 1.0, 2.0, 2.0, 0.0, 0.0, 1.0]",0.8997354108424372
1566056087.6877b4823a282cd8b05b56bf994aead3.12.9,1566137854.a8218cf2c670854e0ff18cf35f66c962.12.9,"Where others see stories of privation and economic failure, travelers view their own existence through the prism of liberation and freedom.",Are the hobos happy?,Where do they commonly go?,0.6666666666666666,6,"[1.0, 0.0, 0.0, 1.0, 1.0, 1.0]",0.5163977794943222
1566056087.6877b4823a282cd8b05b56bf994aead3.12.9,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.12.9,"Where others see stories of privation and economic failure, travelers view their own existence through the prism of liberation and freedom.",Are the hobos happy?,IS this the main reason people become hobos?,1.1666666666666667,6,"[1.0, 1.0, 0.0, 1.0, 2.0, 2.0]",0.752772652709081
1566056087.6877b4823a282cd8b05b56bf994aead3.12.9,1566188724.07978312887e4b92832085e5e97d8127.12.9,"Where others see stories of privation and economic failure, travelers view their own existence through the prism of liberation and freedom.",Are the hobos happy?,Is it better to be homeless and a nomad vs staying in one place?,1.0,7,"[1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 2.0]",0.816496580927726
1566056087.6877b4823a282cd8b05b56bf994aead3.134.0,1566137854.a8218cf2c670854e0ff18cf35f66c962.134.0,I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray. I learned so much from her.,What type of paintings did she do?,What did you learn that helped benefit you?,1.0,6,"[0.0, 2.0, 1.0, 3.0, 0.0, 0.0]",1.2649110640673518
1566056087.6877b4823a282cd8b05b56bf994aead3.134.0,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.134.0,I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray. I learned so much from her.,What type of paintings did she do?,What did you learn exactly?,1.1666666666666667,6,"[2.0, 0.0, 1.0, 3.0, 0.0, 1.0]",1.1690451944500122
1566056087.6877b4823a282cd8b05b56bf994aead3.134.0,1566188724.07978312887e4b92832085e5e97d8127.134.0,I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray. I learned so much from her.,What type of paintings did she do?,Why did you learn?,0.8333333333333334,6,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0.408248290463863
