id,excerpt_number,chunk_number,worker,type,content,wh_type,answered,highlight,prior_question,best_answer,coherence,naturalness,comment,relatedness,source,chunk_start,chunk_end,highlight_start,highlight_end
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.1,2,1,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,3882.0,4072.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.3,2,1,Chadwick,question,What else gets represented?,what,4.0,but it's represented in a very different way,,1566056280.fe9fc2e626078df33aad54d5a676cf25.42.8,,,,0.9166666666666666,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,3882.0,4072.0,4026.0,4070.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.4,2,2,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4072.0,4211.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.5,2,2,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4072.0,4211.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.6,2,2,Chadwick,question,What data do you have?,what,5.0,So we have all this data,,1566056280.fe9fc2e626078df33aad54d5a676cf25.42.7,,,,1.4821428571428572,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4072.0,4211.0,4185.0,4209.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.7,2,3,Chadwick,answer,Data about cities,,5.0,rich set of data that we have about cities now,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4211.0,4369.0,4230.0,4276.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.8,2,3,Chadwick,answer,Cities,,4.0,cities,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4211.0,4369.0,4266.0,4272.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.9,2,3,Chadwick,question,What is richer than any data set?,what,1.0,than any data,,1566056280.fe9fc2e626078df33aad54d5a676cf25.42.10,,,,1.0313492063492065,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4211.0,4369.0,4296.0,4309.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.10,2,4,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4369.0,4578.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.12,2,4,Chadwick,question,Why is segregation a social construct?,why,1.0,segregation is a social construct,,1566056280.fe9fc2e626078df33aad54d5a676cf25.42.13,,,,1.136904761904762,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4369.0,4578.0,4437.0,4470.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.13,2,5,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4578.0,4772.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.14,2,5,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4578.0,4772.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.15,2,5,Chadwick,question,How have the kids arranged themselves?,how,1.0,seeing how everybody arranged themselves in a seating chart,,1566056280.fe9fc2e626078df33aad54d5a676cf25.42.16,,,,0.4761904761904762,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4578.0,4772.0,4711.0,4770.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.16,2,6,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4772.0,4929.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.17,2,6,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4772.0,4929.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.18,2,6,Chadwick,question,Why is race a poor proxy for diversity?,why,1.0,race is a really poor proxy for diversity,,1566056280.fe9fc2e626078df33aad54d5a676cf25.42.19,,,,1.6488095238095235,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4772.0,4929.0,4886.0,4927.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.19,2,7,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4929.0,5252.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.20,2,7,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.42.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4929.0,5252.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.42.21,2,0,Chadwick,evaluation,,,,,,,5.0,5.0,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,3571.0,4929.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.0,3,0,Chadwick,question,What is the difference between mastery and excellence?,what,1.0,"Mastery is not just the same as excellence, though",,1566056280.fe9fc2e626078df33aad54d5a676cf25.139.1,,,,1.7202380952380951,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3023.0,3314.0,3262.0,3312.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.1,3,1,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3314.0,3497.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.3,3,1,Chadwick,question,What exactly is mastery?,what,1.0,Mastery is not a commitment to a goal,,1566056280.fe9fc2e626078df33aad54d5a676cf25.139.4,,,,1.3916666666666668,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3314.0,3497.0,3432.0,3469.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.4,3,2,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3497.0,3712.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.5,3,2,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3497.0,3712.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.6,3,2,Chadwick,question,What is an example of a classic that the creator considers unfinished?,what,5.0,while its creator considers it hopelessly unfinished,,1566056280.fe9fc2e626078df33aad54d5a676cf25.139.7,,,,0.8214285714285715,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3497.0,3712.0,3658.0,3710.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.7,3,3,Chadwick,answer,Elizabeth Murray,,5.0,Elizabeth Murray,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3712.0,3855.0,3777.0,3793.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.8,3,3,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3712.0,3855.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.9,3,3,Chadwick,question,What was one of Elizabeth's paintings?,what,1.0,admission about her earlier paintings,,1566056280.fe9fc2e626078df33aad54d5a676cf25.139.10,,,,0.78125,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3712.0,3855.0,3816.0,3853.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.10,3,4,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3855.0,4109.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.12,3,4,Chadwick,question,How many of Paul's paintings are famous?,how,1.0,had only signed 10 percent of his paintings,,1566056280.fe9fc2e626078df33aad54d5a676cf25.139.13,,,,0.9166666666666666,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3855.0,4109.0,4064.0,4107.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.13,3,5,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4109.0,4354.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.14,3,5,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4109.0,4354.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.15,3,5,Chadwick,question,What did Franz do with his diaries?,what,5.0,so much so that he wanted all of his diaries,,1566056280.fe9fc2e626078df33aad54d5a676cf25.139.16,,,,1.8452380952380958,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4109.0,4354.0,4308.0,4352.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.16,3,6,Chadwick,answer,had them burned upon his death,,5.0,burned upon his death,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4354.0,4524.0,4393.0,4414.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.17,3,6,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4354.0,4524.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.18,3,6,Chadwick,question,Why didn't his friend burn the things he was asked to?,why,1.0,His friend refused to honor the request,,1566056280.fe9fc2e626078df33aad54d5a676cf25.139.19,,,,1.3125,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4354.0,4524.0,4416.0,4455.0
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.19,3,7,Chadwick,non-answer,,,1.0,,['1566056280.fe9fc2e626078df33aad54d5a676cf25.139.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4524.0,4680.0,,
1566056280.fe9fc2e626078df33aad54d5a676cf25.139.21,3,0,Chadwick,evaluation,,,,,,,5.0,5.0,none,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3023.0,4524.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.0,1,0,Clint,question,where did you move after that?,where,1.0,I was born and raised in Sierra Leone,,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.1,,,,1.25,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,67.0,220.0,67.0,104.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.1,1,1,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,220.0,427.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.3,1,1,Clint,question,Did you move away because of the war?,aux,5.0,decade-long rebel war,,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.4,,,,0.39880952380952384,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,220.0,427.0,260.0,281.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.4,1,2,Clint,answer,They and their family fled from a rebel attack,,5.0,when I was about 12 from one of those attacks,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,427.0,752.0,461.0,506.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.5,1,2,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,427.0,752.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.6,1,2,Clint,question,when did they move back?,when,1.0,"They would, in fact, be part of a Sierra Leone",,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.7,,,,0.875,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,427.0,752.0,635.0,681.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.7,1,3,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,752.0,1023.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.9,1,3,Clint,question,Why were they painful?,why,5.0,their prosthetic sockets were painful,,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.10,,,,0.9916666666666668,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,752.0,1023.0,985.0,1022.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.10,1,4,Clint,answer,Th fit poorly,,5.0,because they did not fit well,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1023.0,1182.0,1023.0,1052.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.11,1,4,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1023.0,1182.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.12,1,4,Clint,question,Why were they ill fitting?,why,3.0,because they did not fit well,,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.13,,,,1.1071428571428572,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1023.0,1182.0,1023.0,1052.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.13,1,5,Clint,answer,It takes time to get comfortable with them,,3.0,years for a patient to get a comfortable socket,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1182.0,1311.0,1253.0,1300.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.15,1,5,Clint,question,Did this situation improve in Sierra Leone?,aux,1.0,Even in the developed world,,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.16,,,,1.0023809523809524,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1182.0,1311.0,1182.0,1209.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.16,1,6,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1311.0,1561.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.18,1,6,Clint,question,Does this pain last their whole lives?,aux,2.0,intolerable amounts of pressure on the limbs of the patient,,1566056594.c95589cc76128f53b383d9aa0fb0faad.31.19,,,,1.2976190476190477,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1311.0,1561.0,1453.0,1512.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.19,1,7,Clint,non-answer,,,2.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1561.0,1739.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.20,1,7,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.31.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,1561.0,1739.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.31.21,1,0,Clint,evaluation,,,,,,,5.0,5.0,none,,Ted-MDB-Annotations/English/raw/01/talk_1971_en.txt,67.0,1561.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.0,2,0,Clint,question,What is ESG?,what,1.0,there may be outperformance from ESG,,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.1,,,,1.8764880952380958,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4958.0,5061.0,5023.0,5059.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.1,2,1,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5061.0,5310.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.3,2,1,Clint,question,Hoe are these factors measured?,unknown,1.0,best practice in climate change strategy and risk management,,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.4,,,,0.8571428571428572,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5061.0,5310.0,5177.0,5237.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.4,2,2,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5310.0,5359.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.5,2,2,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5310.0,5359.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.6,2,2,Clint,question,What have they outperformed?,what,4.0,"So yes, this is correlation",,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.7,,,,0.8452380952380953,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5310.0,5359.0,5310.0,5337.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.7,2,3,Clint,answer,They have higher profits,,4.0,that environmental leadership is compatible with good returns,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5359.0,5538.0,5382.0,5443.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.8,2,3,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5359.0,5538.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.9,2,3,Clint,question,Is this becoming more the norm?,aux,2.0,wouldn't this be the norm?,,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.14,,,,1.5166666666666666,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5359.0,5538.0,5511.0,5537.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.10,2,4,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5538.0,5654.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.12,2,4,Clint,question,Why are some investors not engaged?,why,1.0,"institutional investors, engaged? Well, some are",,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.13,,,,0.8854166666666666,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5538.0,5654.0,5566.0,5614.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.13,2,5,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5654.0,5783.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.14,2,5,Clint,non-answer,,,2.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5654.0,5783.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.15,2,5,Clint,question,What does Hesta invest in?,what,3.0,Hesta is a retirement fund,,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.16,,,,0.875,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5654.0,5783.0,5661.0,5687.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.16,2,6,Clint,answer,They invest in companies that are good in ESG,,3.0,ESG has the potential to impact risks and returns,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5783.0,5987.0,5801.0,5850.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.17,2,6,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5783.0,5987.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.18,2,6,Clint,question,who is investing in this fund?,who,3.0,the best interest of fund members,,1566056594.c95589cc76128f53b383d9aa0fb0faad.56.19,,,,1.011904761904762,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5783.0,5987.0,5932.0,5965.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.19,2,7,Clint,answer,Australians ,,3.0,Aussies,['1566056594.c95589cc76128f53b383d9aa0fb0faad.56.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,5987.0,6050.0,6006.0,6013.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.56.21,2,0,Clint,evaluation,,,,,,,4.0,5.0,none,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,4958.0,5987.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.0,5,0,Clint,question,how do they see it?,how,5.0,and not all of them see it this way.,,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.1,,,,0.7619047619047619,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,6425.0,6698.0,6661.0,6697.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.1,5,1,Clint,answer,They look for profit not policy statements,,5.0,'We are required to maximize returns,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,6698.0,6951.0,6712.0,6748.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.3,5,1,Clint,question,how do you think is best to make money?,how,1.0,"just make money,",,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.4,,,,0.9523809523809524,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,6698.0,6951.0,6934.0,6950.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.4,5,2,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,6951.0,7016.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.6,5,2,Clint,question,do you think you can do greater good with ESG?,aux,4.0,give the profits to charities.' It's eyes rolling,,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.11,,,,0.7891865079365079,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,6951.0,7016.0,6951.0,7000.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.7,5,3,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7016.0,7144.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.8,5,3,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7016.0,7144.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.9,5,3,Clint,question,Do you agree they can affect massive positive change?,aux,1.0,not singularly responsible for the fate of the planet,,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.10,,,,1.2291666666666663,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7016.0,7144.0,7089.0,7142.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.10,5,4,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7144.0,7290.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.11,5,4,Clint,answer,he does believe they can,,4.0,aren't subordinate to sustainability. They're compatible.,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7144.0,7290.0,7232.0,7289.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.12,5,4,Clint,question,how can this be achieved?,how,1.0,prudent investing and finance theory aren't subordinate to sustainability,,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.13,,,,0.7857142857142857,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7144.0,7290.0,7195.0,7268.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.13,5,5,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7290.0,7395.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.14,5,5,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7290.0,7395.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.15,5,5,Clint,question,What do they think about sustainability?,what,1.0,But institutional investors are the x-factor in sustainability.,,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.16,,,,1.625,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7290.0,7395.0,7331.0,7394.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.16,5,6,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7395.0,7472.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.17,5,6,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7395.0,7472.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.18,5,6,Clint,question,Are they investing more in ESG companies now than before?,aux,1.0,"The answer, quite simply, is, they have the money.",,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.19,,,,1.1666666666666667,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7395.0,7472.0,7421.0,7471.0
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.19,5,7,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7472.0,7524.0,,
1566056594.c95589cc76128f53b383d9aa0fb0faad.59.20,5,7,Clint,non-answer,,,1.0,,['1566056594.c95589cc76128f53b383d9aa0fb0faad.59.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,7472.0,7524.0,,
